,Ti,Ni,Cu,Fe,Pd,Co,Mn,Cr,Nb,Zr,Hf
15182,34.6,41.4,9,0,0,0,0,0,0,11,4
15183,33.6,41.4,9,0,0,0,0,0,0,12,4
15184,32.6,41.4,9,0,0,0,0,0,0,13,4
15185,31.6,41.4,9,0,0,0,0,0,0,14,4
15186,30.6,41.4,9,0,0,0,0,0,0,15,4
15187,29.6,41.4,9,0,0,0,0,0,0,16,4
15188,39.6,41.4,9,0,0,0,0,0,0,5,5
15189,38.6,41.4,9,0,0,0,0,0,0,6,5
15190,37.6,41.4,9,0,0,0,0,0,0,7,5
15191,36.6,41.4,9,0,0,0,0,0,0,8,5
15192,35.6,41.4,9,0,0,0,0,0,0,9,5
15193,34.6,41.4,9,0,0,0,0,0,0,10,5
15194,33.6,41.4,9,0,0,0,0,0,0,11,5
15195,32.6,41.4,9,0,0,0,0,0,0,12,5
15196,31.6,41.4,9,0,0,0,0,0,0,13,5
15197,30.6,41.4,9,0,0,0,0,0,0,14,5
15198,29.6,41.4,9,0,0,0,0,0,0,15,5
15199,39.6,41.4,9,0,0,0,0,0,0,4,6
15200,38.6,41.4,9,0,0,0,0,0,0,5,6
15201,37.6,41.4,9,0,0,0,0,0,0,6,6
15202,36.6,41.4,9,0,0,0,0,0,0,7,6
15203,35.6,41.4,9,0,0,0,0,0,0,8,6
15204,34.6,41.4,9,0,0,0,0,0,0,9,6
15205,33.6,41.4,9,0,0,0,0,0,0,10,6
15206,32.6,41.4,9,0,0,0,0,0,0,11,6
15207,31.6,41.4,9,0,0,0,0,0,0,12,6
15208,30.6,41.4,9,0,0,0,0,0,0,13,6
15209,29.6,41.4,9,0,0,0,0,0,0,14,6
15210,39.6,41.4,9,0,0,0,0,0,0,3,7
15211,38.6,41.4,9,0,0,0,0,0,0,4,7
15212,37.6,41.4,9,0,0,0,0,0,0,5,7
15213,36.6,41.4,9,0,0,0,0,0,0,6,7
15214,35.6,41.4,9,0,0,0,0,0,0,7,7
15215,34.6,41.4,9,0,0,0,0,0,0,8,7
15216,33.6,41.4,9,0,0,0,0,0,0,9,7
15217,32.6,41.4,9,0,0,0,0,0,0,10,7
15218,31.6,41.4,9,0,0,0,0,0,0,11,7
15219,30.6,41.4,9,0,0,0,0,0,0,12,7
15220,29.6,41.4,9,0,0,0,0,0,0,13,7
15221,39.6,41.4,9,0,0,0,0,0,0,2,8
15222,38.6,41.4,9,0,0,0,0,0,0,3,8
15223,37.6,41.4,9,0,0,0,0,0,0,4,8
15224,36.6,41.4,9,0,0,0,0,0,0,5,8
15225,35.6,41.4,9,0,0,0,0,0,0,6,8
15226,34.6,41.4,9,0,0,0,0,0,0,7,8
15227,33.6,41.4,9,0,0,0,0,0,0,8,8
15228,32.6,41.4,9,0,0,0,0,0,0,9,8
15229,31.6,41.4,9,0,0,0,0,0,0,10,8
15230,30.6,41.4,9,0,0,0,0,0,0,11,8
15231,29.6,41.4,9,0,0,0,0,0,0,12,8
15232,39.6,41.4,9,0,0,0,0,0,0,1,9
15233,38.6,41.4,9,0,0,0,0,0,0,2,9
15234,37.6,41.4,9,0,0,0,0,0,0,3,9
15235,36.6,41.4,9,0,0,0,0,0,0,4,9
15236,35.6,41.4,9,0,0,0,0,0,0,5,9
15237,34.6,41.4,9,0,0,0,0,0,0,6,9
15238,33.6,41.4,9,0,0,0,0,0,0,7,9
15239,32.6,41.4,9,0,0,0,0,0,0,8,9
15240,31.6,41.4,9,0,0,0,0,0,0,9,9
15241,30.6,41.4,9,0,0,0,0,0,0,10,9
15242,29.6,41.4,9,0,0,0,0,0,0,11,9
15243,39.6,41.4,9,0,0,0,0,0,0,0,10
15244,38.6,41.4,9,0,0,0,0,0,0,1,10
15245,37.6,41.4,9,0,0,0,0,0,0,2,10
15246,36.6,41.4,9,0,0,0,0,0,0,3,10
15247,35.6,41.4,9,0,0,0,0,0,0,4,10
15248,34.6,41.4,9,0,0,0,0,0,0,5,10
15249,33.6,41.4,9,0,0,0,0,0,0,6,10
15250,32.6,41.4,9,0,0,0,0,0,0,7,10
15251,31.6,41.4,9,0,0,0,0,0,0,8,10
15252,30.6,41.4,9,0,0,0,0,0,0,9,10
15253,29.6,41.4,9,0,0,0,0,0,0,10,10
15254,38.6,41.4,9,0,0,0,0,0,0,0,11
15255,37.6,41.4,9,0,0,0,0,0,0,1,11
15256,36.6,41.4,9,0,0,0,0,0,0,2,11
15257,35.6,41.4,9,0,0,0,0,0,0,3,11
15258,34.6,41.4,9,0,0,0,0,0,0,4,11
15259,33.6,41.4,9,0,0,0,0,0,0,5,11
15260,32.6,41.4,9,0,0,0,0,0,0,6,11
15261,31.6,41.4,9,0,0,0,0,0,0,7,11
15262,30.6,41.4,9,0,0,0,0,0,0,8,11
15263,29.6,41.4,9,0,0,0,0,0,0,9,11
15264,37.6,41.4,9,0,0,0,0,0,0,0,12
15265,36.6,41.4,9,0,0,0,0,0,0,1,12
15266,35.6,41.4,9,0,0,0,0,0,0,2,12
15267,34.6,41.4,9,0,0,0,0,0,0,3,12
15268,33.6,41.4,9,0,0,0,0,0,0,4,12
15269,32.6,41.4,9,0,0,0,0,0,0,5,12
15270,31.6,41.4,9,0,0,0,0,0,0,6,12
15271,30.6,41.4,9,0,0,0,0,0,0,7,12
15272,29.6,41.4,9,0,0,0,0,0,0,8,12
15273,36.6,41.4,9,0,0,0,0,0,0,0,13
15274,35.6,41.4,9,0,0,0,0,0,0,1,13
15275,34.6,41.4,9,0,0,0,0,0,0,2,13
15276,33.6,41.4,9,0,0,0,0,0,0,3,13
15277,32.6,41.4,9,0,0,0,0,0,0,4,13
15278,31.6,41.4,9,0,0,0,0,0,0,5,13
15279,30.6,41.4,9,0,0,0,0,0,0,6,13
15280,29.6,41.4,9,0,0,0,0,0,0,7,13
15281,35.6,41.4,9,0,0,0,0,0,0,0,14
15282,34.6,41.4,9,0,0,0,0,0,0,1,14
15283,33.6,41.4,9,0,0,0,0,0,0,2,14
15284,32.6,41.4,9,0,0,0,0,0,0,3,14
15285,31.6,41.4,9,0,0,0,0,0,0,4,14
15286,30.6,41.4,9,0,0,0,0,0,0,5,14
15287,29.6,41.4,9,0,0,0,0,0,0,6,14
15288,34.6,41.4,9,0,0,0,0,0,0,0,15
15289,33.6,41.4,9,0,0,0,0,0,0,1,15
15290,32.6,41.4,9,0,0,0,0,0,0,2,15
15291,31.6,41.4,9,0,0,0,0,0,0,3,15
15292,30.6,41.4,9,0,0,0,0,0,0,4,15
15293,29.6,41.4,9,0,0,0,0,0,0,5,15
15294,33.6,41.4,9,0,0,0,0,0,0,0,16
15295,32.6,41.4,9,0,0,0,0,0,0,1,16
15296,31.6,41.4,9,0,0,0,0,0,0,2,16
15297,30.6,41.4,9,0,0,0,0,0,0,3,16
15298,29.6,41.4,9,0,0,0,0,0,0,4,16
15299,32.6,41.4,9,0,0,0,0,0,0,0,17
15300,31.6,41.4,9,0,0,0,0,0,0,1,17
15301,30.6,41.4,9,0,0,0,0,0,0,2,17
15302,29.6,41.4,9,0,0,0,0,0,0,3,17
15303,31.6,41.4,9,0,0,0,0,0,0,0,18
15304,30.6,41.4,9,0,0,0,0,0,0,1,18
15305,29.6,41.4,9,0,0,0,0,0,0,2,18
15306,30.6,41.4,9,0,0,0,0,0,0,0,19
15307,29.6,41.4,9,0,0,0,0,0,0,1,19
15308,29.6,41.4,9,0,0,0,0,0,0,0,20
15309,39.5,41.5,9,0,0,0,0,0,0,10,0
15310,38.5,41.5,9,0,0,0,0,0,0,11,0
15311,37.5,41.5,9,0,0,0,0,0,0,12,0
15312,36.5,41.5,9,0,0,0,0,0,0,13,0
15313,35.5,41.5,9,0,0,0,0,0,0,14,0
15314,34.5,41.5,9,0,0,0,0,0,0,15,0
15315,33.5,41.5,9,0,0,0,0,0,0,16,0
15316,32.5,41.5,9,0,0,0,0,0,0,17,0
15317,31.5,41.5,9,0,0,0,0,0,0,18,0
15318,30.5,41.5,9,0,0,0,0,0,0,19,0
15319,29.5,41.5,9,0,0,0,0,0,0,20,0
15320,39.5,41.5,9,0,0,0,0,0,0,9,1
15321,38.5,41.5,9,0,0,0,0,0,0,10,1
15322,37.5,41.5,9,0,0,0,0,0,0,11,1
15323,36.5,41.5,9,0,0,0,0,0,0,12,1
15324,35.5,41.5,9,0,0,0,0,0,0,13,1
15325,34.5,41.5,9,0,0,0,0,0,0,14,1
15326,33.5,41.5,9,0,0,0,0,0,0,15,1
15327,32.5,41.5,9,0,0,0,0,0,0,16,1
15328,31.5,41.5,9,0,0,0,0,0,0,17,1
15329,30.5,41.5,9,0,0,0,0,0,0,18,1
15330,29.5,41.5,9,0,0,0,0,0,0,19,1
15331,39.5,41.5,9,0,0,0,0,0,0,8,2
15332,38.5,41.5,9,0,0,0,0,0,0,9,2
15333,37.5,41.5,9,0,0,0,0,0,0,10,2
15334,36.5,41.5,9,0,0,0,0,0,0,11,2
15335,35.5,41.5,9,0,0,0,0,0,0,12,2
15336,34.5,41.5,9,0,0,0,0,0,0,13,2
15337,33.5,41.5,9,0,0,0,0,0,0,14,2
15338,32.5,41.5,9,0,0,0,0,0,0,15,2
15339,31.5,41.5,9,0,0,0,0,0,0,16,2
15340,30.5,41.5,9,0,0,0,0,0,0,17,2
15341,29.5,41.5,9,0,0,0,0,0,0,18,2
15342,39.5,41.5,9,0,0,0,0,0,0,7,3
15343,38.5,41.5,9,0,0,0,0,0,0,8,3
15344,37.5,41.5,9,0,0,0,0,0,0,9,3
15345,36.5,41.5,9,0,0,0,0,0,0,10,3
15346,35.5,41.5,9,0,0,0,0,0,0,11,3
15347,34.5,41.5,9,0,0,0,0,0,0,12,3
15348,33.5,41.5,9,0,0,0,0,0,0,13,3
15349,32.5,41.5,9,0,0,0,0,0,0,14,3
15350,31.5,41.5,9,0,0,0,0,0,0,15,3
15351,30.5,41.5,9,0,0,0,0,0,0,16,3
15352,29.5,41.5,9,0,0,0,0,0,0,17,3
15353,39.5,41.5,9,0,0,0,0,0,0,6,4
15354,38.5,41.5,9,0,0,0,0,0,0,7,4
15355,37.5,41.5,9,0,0,0,0,0,0,8,4
15356,36.5,41.5,9,0,0,0,0,0,0,9,4
15357,35.5,41.5,9,0,0,0,0,0,0,10,4
15358,34.5,41.5,9,0,0,0,0,0,0,11,4
15359,33.5,41.5,9,0,0,0,0,0,0,12,4
15360,32.5,41.5,9,0,0,0,0,0,0,13,4
15361,31.5,41.5,9,0,0,0,0,0,0,14,4
15362,30.5,41.5,9,0,0,0,0,0,0,15,4
15363,29.5,41.5,9,0,0,0,0,0,0,16,4
15364,39.5,41.5,9,0,0,0,0,0,0,5,5
15365,38.5,41.5,9,0,0,0,0,0,0,6,5
15366,37.5,41.5,9,0,0,0,0,0,0,7,5
15367,36.5,41.5,9,0,0,0,0,0,0,8,5
15368,35.5,41.5,9,0,0,0,0,0,0,9,5
15369,34.5,41.5,9,0,0,0,0,0,0,10,5
15370,33.5,41.5,9,0,0,0,0,0,0,11,5
15371,32.5,41.5,9,0,0,0,0,0,0,12,5
15372,31.5,41.5,9,0,0,0,0,0,0,13,5
15373,30.5,41.5,9,0,0,0,0,0,0,14,5
15374,29.5,41.5,9,0,0,0,0,0,0,15,5
15375,39.5,41.5,9,0,0,0,0,0,0,4,6
15376,38.5,41.5,9,0,0,0,0,0,0,5,6
15377,37.5,41.5,9,0,0,0,0,0,0,6,6
15378,36.5,41.5,9,0,0,0,0,0,0,7,6
15379,35.5,41.5,9,0,0,0,0,0,0,8,6
15380,34.5,41.5,9,0,0,0,0,0,0,9,6
15381,33.5,41.5,9,0,0,0,0,0,0,10,6
15382,32.5,41.5,9,0,0,0,0,0,0,11,6
15383,31.5,41.5,9,0,0,0,0,0,0,12,6
15384,30.5,41.5,9,0,0,0,0,0,0,13,6
15385,29.5,41.5,9,0,0,0,0,0,0,14,6
15386,39.5,41.5,9,0,0,0,0,0,0,3,7
15387,38.5,41.5,9,0,0,0,0,0,0,4,7
15388,37.5,41.5,9,0,0,0,0,0,0,5,7
15389,36.5,41.5,9,0,0,0,0,0,0,6,7
15390,35.5,41.5,9,0,0,0,0,0,0,7,7
15391,34.5,41.5,9,0,0,0,0,0,0,8,7
15392,33.5,41.5,9,0,0,0,0,0,0,9,7
15393,32.5,41.5,9,0,0,0,0,0,0,10,7
15394,31.5,41.5,9,0,0,0,0,0,0,11,7
15395,30.5,41.5,9,0,0,0,0,0,0,12,7
15396,29.5,41.5,9,0,0,0,0,0,0,13,7
15397,39.5,41.5,9,0,0,0,0,0,0,2,8
15398,38.5,41.5,9,0,0,0,0,0,0,3,8
15399,37.5,41.5,9,0,0,0,0,0,0,4,8
15400,36.5,41.5,9,0,0,0,0,0,0,5,8
15401,35.5,41.5,9,0,0,0,0,0,0,6,8
15402,34.5,41.5,9,0,0,0,0,0,0,7,8
15403,33.5,41.5,9,0,0,0,0,0,0,8,8
15404,32.5,41.5,9,0,0,0,0,0,0,9,8
15405,31.5,41.5,9,0,0,0,0,0,0,10,8
15406,30.5,41.5,9,0,0,0,0,0,0,11,8
15407,29.5,41.5,9,0,0,0,0,0,0,12,8
15408,39.5,41.5,9,0,0,0,0,0,0,1,9
15409,38.5,41.5,9,0,0,0,0,0,0,2,9
15410,37.5,41.5,9,0,0,0,0,0,0,3,9
15411,36.5,41.5,9,0,0,0,0,0,0,4,9
15412,35.5,41.5,9,0,0,0,0,0,0,5,9
15413,34.5,41.5,9,0,0,0,0,0,0,6,9
15414,33.5,41.5,9,0,0,0,0,0,0,7,9
15415,32.5,41.5,9,0,0,0,0,0,0,8,9
15416,31.5,41.5,9,0,0,0,0,0,0,9,9
15417,30.5,41.5,9,0,0,0,0,0,0,10,9
15418,29.5,41.5,9,0,0,0,0,0,0,11,9
15419,39.5,41.5,9,0,0,0,0,0,0,0,10
15420,38.5,41.5,9,0,0,0,0,0,0,1,10
15421,37.5,41.5,9,0,0,0,0,0,0,2,10
15422,36.5,41.5,9,0,0,0,0,0,0,3,10
15423,35.5,41.5,9,0,0,0,0,0,0,4,10
15424,34.5,41.5,9,0,0,0,0,0,0,5,10
15425,33.5,41.5,9,0,0,0,0,0,0,6,10
15426,32.5,41.5,9,0,0,0,0,0,0,7,10
15427,31.5,41.5,9,0,0,0,0,0,0,8,10
15428,30.5,41.5,9,0,0,0,0,0,0,9,10
15429,29.5,41.5,9,0,0,0,0,0,0,10,10
15430,38.5,41.5,9,0,0,0,0,0,0,0,11
15431,37.5,41.5,9,0,0,0,0,0,0,1,11
15432,36.5,41.5,9,0,0,0,0,0,0,2,11
15433,35.5,41.5,9,0,0,0,0,0,0,3,11
15434,34.5,41.5,9,0,0,0,0,0,0,4,11
15435,33.5,41.5,9,0,0,0,0,0,0,5,11
15436,32.5,41.5,9,0,0,0,0,0,0,6,11
15437,31.5,41.5,9,0,0,0,0,0,0,7,11
15438,30.5,41.5,9,0,0,0,0,0,0,8,11
15439,29.5,41.5,9,0,0,0,0,0,0,9,11
15440,37.5,41.5,9,0,0,0,0,0,0,0,12
15441,36.5,41.5,9,0,0,0,0,0,0,1,12
15442,35.5,41.5,9,0,0,0,0,0,0,2,12
15443,34.5,41.5,9,0,0,0,0,0,0,3,12
15444,33.5,41.5,9,0,0,0,0,0,0,4,12
15445,32.5,41.5,9,0,0,0,0,0,0,5,12
15446,31.5,41.5,9,0,0,0,0,0,0,6,12
15447,30.5,41.5,9,0,0,0,0,0,0,7,12
15448,29.5,41.5,9,0,0,0,0,0,0,8,12
15449,36.5,41.5,9,0,0,0,0,0,0,0,13
15450,35.5,41.5,9,0,0,0,0,0,0,1,13
15451,34.5,41.5,9,0,0,0,0,0,0,2,13
15452,33.5,41.5,9,0,0,0,0,0,0,3,13
15453,32.5,41.5,9,0,0,0,0,0,0,4,13
15454,31.5,41.5,9,0,0,0,0,0,0,5,13
15455,30.5,41.5,9,0,0,0,0,0,0,6,13
15456,29.5,41.5,9,0,0,0,0,0,0,7,13
15457,35.5,41.5,9,0,0,0,0,0,0,0,14
15458,34.5,41.5,9,0,0,0,0,0,0,1,14
15459,33.5,41.5,9,0,0,0,0,0,0,2,14
15460,32.5,41.5,9,0,0,0,0,0,0,3,14
15461,31.5,41.5,9,0,0,0,0,0,0,4,14
15462,30.5,41.5,9,0,0,0,0,0,0,5,14
15463,29.5,41.5,9,0,0,0,0,0,0,6,14
15464,34.5,41.5,9,0,0,0,0,0,0,0,15
15465,33.5,41.5,9,0,0,0,0,0,0,1,15
15466,32.5,41.5,9,0,0,0,0,0,0,2,15
15467,31.5,41.5,9,0,0,0,0,0,0,3,15
15468,30.5,41.5,9,0,0,0,0,0,0,4,15
15469,29.5,41.5,9,0,0,0,0,0,0,5,15
15470,33.5,41.5,9,0,0,0,0,0,0,0,16
15471,32.5,41.5,9,0,0,0,0,0,0,1,16
15472,31.5,41.5,9,0,0,0,0,0,0,2,16
15473,30.5,41.5,9,0,0,0,0,0,0,3,16
15474,29.5,41.5,9,0,0,0,0,0,0,4,16
15475,32.5,41.5,9,0,0,0,0,0,0,0,17
15476,31.5,41.5,9,0,0,0,0,0,0,1,17
15477,30.5,41.5,9,0,0,0,0,0,0,2,17
15478,29.5,41.5,9,0,0,0,0,0,0,3,17
15479,31.5,41.5,9,0,0,0,0,0,0,0,18
15480,30.5,41.5,9,0,0,0,0,0,0,1,18
15481,29.5,41.5,9,0,0,0,0,0,0,2,18
15482,30.5,41.5,9,0,0,0,0,0,0,0,19
15483,29.5,41.5,9,0,0,0,0,0,0,1,19
15484,29.5,41.5,9,0,0,0,0,0,0,0,20
15485,39.4,41.6,9,0,0,0,0,0,0,10,0
15486,38.4,41.6,9,0,0,0,0,0,0,11,0
15487,37.4,41.6,9,0,0,0,0,0,0,12,0
15488,36.4,41.6,9,0,0,0,0,0,0,13,0
15489,35.4,41.6,9,0,0,0,0,0,0,14,0
15490,34.4,41.6,9,0,0,0,0,0,0,15,0
15491,33.4,41.6,9,0,0,0,0,0,0,16,0
15492,32.4,41.6,9,0,0,0,0,0,0,17,0
15493,31.4,41.6,9,0,0,0,0,0,0,18,0
15494,30.4,41.6,9,0,0,0,0,0,0,19,0
15495,29.4,41.6,9,0,0,0,0,0,0,20,0
15496,39.4,41.6,9,0,0,0,0,0,0,9,1
15497,38.4,41.6,9,0,0,0,0,0,0,10,1
15498,37.4,41.6,9,0,0,0,0,0,0,11,1
15499,36.4,41.6,9,0,0,0,0,0,0,12,1
15500,35.4,41.6,9,0,0,0,0,0,0,13,1
15501,34.4,41.6,9,0,0,0,0,0,0,14,1
15502,33.4,41.6,9,0,0,0,0,0,0,15,1
15503,32.4,41.6,9,0,0,0,0,0,0,16,1
15504,31.4,41.6,9,0,0,0,0,0,0,17,1
15505,30.4,41.6,9,0,0,0,0,0,0,18,1
15506,29.4,41.6,9,0,0,0,0,0,0,19,1
15507,39.4,41.6,9,0,0,0,0,0,0,8,2
15508,38.4,41.6,9,0,0,0,0,0,0,9,2
15509,37.4,41.6,9,0,0,0,0,0,0,10,2
15510,36.4,41.6,9,0,0,0,0,0,0,11,2
15511,35.4,41.6,9,0,0,0,0,0,0,12,2
15512,34.4,41.6,9,0,0,0,0,0,0,13,2
15513,33.4,41.6,9,0,0,0,0,0,0,14,2
15514,32.4,41.6,9,0,0,0,0,0,0,15,2
15515,31.4,41.6,9,0,0,0,0,0,0,16,2
15516,30.4,41.6,9,0,0,0,0,0,0,17,2
15517,29.4,41.6,9,0,0,0,0,0,0,18,2
15518,39.4,41.6,9,0,0,0,0,0,0,7,3
15519,38.4,41.6,9,0,0,0,0,0,0,8,3
15520,37.4,41.6,9,0,0,0,0,0,0,9,3
15521,36.4,41.6,9,0,0,0,0,0,0,10,3
15522,35.4,41.6,9,0,0,0,0,0,0,11,3
15523,34.4,41.6,9,0,0,0,0,0,0,12,3
15524,33.4,41.6,9,0,0,0,0,0,0,13,3
15525,32.4,41.6,9,0,0,0,0,0,0,14,3
15526,31.4,41.6,9,0,0,0,0,0,0,15,3
15527,30.4,41.6,9,0,0,0,0,0,0,16,3
15528,29.4,41.6,9,0,0,0,0,0,0,17,3
15529,39.4,41.6,9,0,0,0,0,0,0,6,4
15530,38.4,41.6,9,0,0,0,0,0,0,7,4
15531,37.4,41.6,9,0,0,0,0,0,0,8,4
15532,36.4,41.6,9,0,0,0,0,0,0,9,4
15533,35.4,41.6,9,0,0,0,0,0,0,10,4
15534,34.4,41.6,9,0,0,0,0,0,0,11,4
15535,33.4,41.6,9,0,0,0,0,0,0,12,4
15536,32.4,41.6,9,0,0,0,0,0,0,13,4
15537,31.4,41.6,9,0,0,0,0,0,0,14,4
15538,30.4,41.6,9,0,0,0,0,0,0,15,4
15539,29.4,41.6,9,0,0,0,0,0,0,16,4
15540,39.4,41.6,9,0,0,0,0,0,0,5,5
15541,38.4,41.6,9,0,0,0,0,0,0,6,5
15542,37.4,41.6,9,0,0,0,0,0,0,7,5
15543,36.4,41.6,9,0,0,0,0,0,0,8,5
15544,35.4,41.6,9,0,0,0,0,0,0,9,5
15545,34.4,41.6,9,0,0,0,0,0,0,10,5
15546,33.4,41.6,9,0,0,0,0,0,0,11,5
15547,32.4,41.6,9,0,0,0,0,0,0,12,5
15548,31.4,41.6,9,0,0,0,0,0,0,13,5
15549,30.4,41.6,9,0,0,0,0,0,0,14,5
15550,29.4,41.6,9,0,0,0,0,0,0,15,5
15551,39.4,41.6,9,0,0,0,0,0,0,4,6
15552,38.4,41.6,9,0,0,0,0,0,0,5,6
15553,37.4,41.6,9,0,0,0,0,0,0,6,6
15554,36.4,41.6,9,0,0,0,0,0,0,7,6
15555,35.4,41.6,9,0,0,0,0,0,0,8,6
15556,34.4,41.6,9,0,0,0,0,0,0,9,6
15557,33.4,41.6,9,0,0,0,0,0,0,10,6
15558,32.4,41.6,9,0,0,0,0,0,0,11,6
15559,31.4,41.6,9,0,0,0,0,0,0,12,6
15560,30.4,41.6,9,0,0,0,0,0,0,13,6
15561,29.4,41.6,9,0,0,0,0,0,0,14,6
15562,39.4,41.6,9,0,0,0,0,0,0,3,7
15563,38.4,41.6,9,0,0,0,0,0,0,4,7
15564,37.4,41.6,9,0,0,0,0,0,0,5,7
15565,36.4,41.6,9,0,0,0,0,0,0,6,7
15566,35.4,41.6,9,0,0,0,0,0,0,7,7
15567,34.4,41.6,9,0,0,0,0,0,0,8,7
15568,33.4,41.6,9,0,0,0,0,0,0,9,7
15569,32.4,41.6,9,0,0,0,0,0,0,10,7
15570,31.4,41.6,9,0,0,0,0,0,0,11,7
15571,30.4,41.6,9,0,0,0,0,0,0,12,7
15572,29.4,41.6,9,0,0,0,0,0,0,13,7
15573,39.4,41.6,9,0,0,0,0,0,0,2,8
15574,38.4,41.6,9,0,0,0,0,0,0,3,8
15575,37.4,41.6,9,0,0,0,0,0,0,4,8
15576,36.4,41.6,9,0,0,0,0,0,0,5,8
15577,35.4,41.6,9,0,0,0,0,0,0,6,8
15578,34.4,41.6,9,0,0,0,0,0,0,7,8
15579,33.4,41.6,9,0,0,0,0,0,0,8,8
15580,32.4,41.6,9,0,0,0,0,0,0,9,8
15581,31.4,41.6,9,0,0,0,0,0,0,10,8
15582,30.4,41.6,9,0,0,0,0,0,0,11,8
15583,29.4,41.6,9,0,0,0,0,0,0,12,8
15584,39.4,41.6,9,0,0,0,0,0,0,1,9
15585,38.4,41.6,9,0,0,0,0,0,0,2,9
15586,37.4,41.6,9,0,0,0,0,0,0,3,9
15587,36.4,41.6,9,0,0,0,0,0,0,4,9
15588,35.4,41.6,9,0,0,0,0,0,0,5,9
15589,34.4,41.6,9,0,0,0,0,0,0,6,9
15590,33.4,41.6,9,0,0,0,0,0,0,7,9
15591,32.4,41.6,9,0,0,0,0,0,0,8,9
15592,31.4,41.6,9,0,0,0,0,0,0,9,9
15593,30.4,41.6,9,0,0,0,0,0,0,10,9
15594,29.4,41.6,9,0,0,0,0,0,0,11,9
15595,39.4,41.6,9,0,0,0,0,0,0,0,10
15596,38.4,41.6,9,0,0,0,0,0,0,1,10
15597,37.4,41.6,9,0,0,0,0,0,0,2,10
15598,36.4,41.6,9,0,0,0,0,0,0,3,10
15599,35.4,41.6,9,0,0,0,0,0,0,4,10
15600,34.4,41.6,9,0,0,0,0,0,0,5,10
15601,33.4,41.6,9,0,0,0,0,0,0,6,10
15602,32.4,41.6,9,0,0,0,0,0,0,7,10
15603,31.4,41.6,9,0,0,0,0,0,0,8,10
15604,30.4,41.6,9,0,0,0,0,0,0,9,10
15605,29.4,41.6,9,0,0,0,0,0,0,10,10
15606,38.4,41.6,9,0,0,0,0,0,0,0,11
15607,37.4,41.6,9,0,0,0,0,0,0,1,11
15608,36.4,41.6,9,0,0,0,0,0,0,2,11
15609,35.4,41.6,9,0,0,0,0,0,0,3,11
15610,34.4,41.6,9,0,0,0,0,0,0,4,11
15611,33.4,41.6,9,0,0,0,0,0,0,5,11
15612,32.4,41.6,9,0,0,0,0,0,0,6,11
15613,31.4,41.6,9,0,0,0,0,0,0,7,11
15614,30.4,41.6,9,0,0,0,0,0,0,8,11
15615,29.4,41.6,9,0,0,0,0,0,0,9,11
15616,37.4,41.6,9,0,0,0,0,0,0,0,12
15617,36.4,41.6,9,0,0,0,0,0,0,1,12
15618,35.4,41.6,9,0,0,0,0,0,0,2,12
15619,34.4,41.6,9,0,0,0,0,0,0,3,12
15620,33.4,41.6,9,0,0,0,0,0,0,4,12
15621,32.4,41.6,9,0,0,0,0,0,0,5,12
15622,31.4,41.6,9,0,0,0,0,0,0,6,12
15623,30.4,41.6,9,0,0,0,0,0,0,7,12
15624,29.4,41.6,9,0,0,0,0,0,0,8,12
15625,36.4,41.6,9,0,0,0,0,0,0,0,13
15626,35.4,41.6,9,0,0,0,0,0,0,1,13
15627,34.4,41.6,9,0,0,0,0,0,0,2,13
15628,33.4,41.6,9,0,0,0,0,0,0,3,13
15629,32.4,41.6,9,0,0,0,0,0,0,4,13
15630,31.4,41.6,9,0,0,0,0,0,0,5,13
15631,30.4,41.6,9,0,0,0,0,0,0,6,13
15632,29.4,41.6,9,0,0,0,0,0,0,7,13
15633,35.4,41.6,9,0,0,0,0,0,0,0,14
15634,34.4,41.6,9,0,0,0,0,0,0,1,14
15635,33.4,41.6,9,0,0,0,0,0,0,2,14
15636,32.4,41.6,9,0,0,0,0,0,0,3,14
15637,31.4,41.6,9,0,0,0,0,0,0,4,14
15638,30.4,41.6,9,0,0,0,0,0,0,5,14
15639,29.4,41.6,9,0,0,0,0,0,0,6,14
15640,34.4,41.6,9,0,0,0,0,0,0,0,15
15641,33.4,41.6,9,0,0,0,0,0,0,1,15
15642,32.4,41.6,9,0,0,0,0,0,0,2,15
15643,31.4,41.6,9,0,0,0,0,0,0,3,15
15644,30.4,41.6,9,0,0,0,0,0,0,4,15
15645,29.4,41.6,9,0,0,0,0,0,0,5,15
15646,33.4,41.6,9,0,0,0,0,0,0,0,16
15647,32.4,41.6,9,0,0,0,0,0,0,1,16
15648,31.4,41.6,9,0,0,0,0,0,0,2,16
15649,30.4,41.6,9,0,0,0,0,0,0,3,16
15650,29.4,41.6,9,0,0,0,0,0,0,4,16
15651,32.4,41.6,9,0,0,0,0,0,0,0,17
15652,31.4,41.6,9,0,0,0,0,0,0,1,17
15653,30.4,41.6,9,0,0,0,0,0,0,2,17
15654,29.4,41.6,9,0,0,0,0,0,0,3,17
15655,31.4,41.6,9,0,0,0,0,0,0,0,18
15656,30.4,41.6,9,0,0,0,0,0,0,1,18
15657,29.4,41.6,9,0,0,0,0,0,0,2,18
15658,30.4,41.6,9,0,0,0,0,0,0,0,19
15659,29.4,41.6,9,0,0,0,0,0,0,1,19
15660,29.4,41.6,9,0,0,0,0,0,0,0,20
15661,39.3,41.7,9,0,0,0,0,0,0,10,0
15662,38.3,41.7,9,0,0,0,0,0,0,11,0
