,Ti,Ni,Cu,Fe,Pd,Co,Mn,Cr,Nb,Zr,Hf
45621,50.6,39.4,10,0,0,0,0,0,0,0,0
45622,49.6,39.4,10,0,0,0,0,0,0,1,0
45623,48.6,39.4,10,0,0,0,0,0,0,2,0
45624,47.6,39.4,10,0,0,0,0,0,0,3,0
45625,46.6,39.4,10,0,0,0,0,0,0,4,0
45626,45.6,39.4,10,0,0,0,0,0,0,5,0
45627,44.6,39.4,10,0,0,0,0,0,0,6,0
45628,43.6,39.4,10,0,0,0,0,0,0,7,0
45629,42.6,39.4,10,0,0,0,0,0,0,8,0
45630,41.6,39.4,10,0,0,0,0,0,0,9,0
45631,40.6,39.4,10,0,0,0,0,0,0,10,0
45632,49.6,39.4,10,0,0,0,0,0,0,0,1
45633,48.6,39.4,10,0,0,0,0,0,0,1,1
45634,47.6,39.4,10,0,0,0,0,0,0,2,1
45635,46.6,39.4,10,0,0,0,0,0,0,3,1
45636,45.6,39.4,10,0,0,0,0,0,0,4,1
45637,44.6,39.4,10,0,0,0,0,0,0,5,1
45638,43.6,39.4,10,0,0,0,0,0,0,6,1
45639,42.6,39.4,10,0,0,0,0,0,0,7,1
45640,41.6,39.4,10,0,0,0,0,0,0,8,1
45641,40.6,39.4,10,0,0,0,0,0,0,9,1
45642,48.6,39.4,10,0,0,0,0,0,0,0,2
45643,47.6,39.4,10,0,0,0,0,0,0,1,2
45644,46.6,39.4,10,0,0,0,0,0,0,2,2
45645,45.6,39.4,10,0,0,0,0,0,0,3,2
45646,44.6,39.4,10,0,0,0,0,0,0,4,2
45647,43.6,39.4,10,0,0,0,0,0,0,5,2
45648,42.6,39.4,10,0,0,0,0,0,0,6,2
45649,41.6,39.4,10,0,0,0,0,0,0,7,2
45650,40.6,39.4,10,0,0,0,0,0,0,8,2
45651,47.6,39.4,10,0,0,0,0,0,0,0,3
45652,46.6,39.4,10,0,0,0,0,0,0,1,3
45653,45.6,39.4,10,0,0,0,0,0,0,2,3
45654,44.6,39.4,10,0,0,0,0,0,0,3,3
45655,43.6,39.4,10,0,0,0,0,0,0,4,3
45656,42.6,39.4,10,0,0,0,0,0,0,5,3
45657,41.6,39.4,10,0,0,0,0,0,0,6,3
45658,40.6,39.4,10,0,0,0,0,0,0,7,3
45659,46.6,39.4,10,0,0,0,0,0,0,0,4
45660,45.6,39.4,10,0,0,0,0,0,0,1,4
45661,44.6,39.4,10,0,0,0,0,0,0,2,4
45662,43.6,39.4,10,0,0,0,0,0,0,3,4
45663,42.6,39.4,10,0,0,0,0,0,0,4,4
45664,41.6,39.4,10,0,0,0,0,0,0,5,4
45665,40.6,39.4,10,0,0,0,0,0,0,6,4
45666,45.6,39.4,10,0,0,0,0,0,0,0,5
45667,44.6,39.4,10,0,0,0,0,0,0,1,5
45668,43.6,39.4,10,0,0,0,0,0,0,2,5
45669,42.6,39.4,10,0,0,0,0,0,0,3,5
45670,41.6,39.4,10,0,0,0,0,0,0,4,5
45671,40.6,39.4,10,0,0,0,0,0,0,5,5
45672,44.6,39.4,10,0,0,0,0,0,0,0,6
45673,43.6,39.4,10,0,0,0,0,0,0,1,6
45674,42.6,39.4,10,0,0,0,0,0,0,2,6
45675,41.6,39.4,10,0,0,0,0,0,0,3,6
45676,40.6,39.4,10,0,0,0,0,0,0,4,6
45677,43.6,39.4,10,0,0,0,0,0,0,0,7
45678,42.6,39.4,10,0,0,0,0,0,0,1,7
45679,41.6,39.4,10,0,0,0,0,0,0,2,7
45680,40.6,39.4,10,0,0,0,0,0,0,3,7
45681,42.6,39.4,10,0,0,0,0,0,0,0,8
45682,41.6,39.4,10,0,0,0,0,0,0,1,8
45683,40.6,39.4,10,0,0,0,0,0,0,2,8
45684,41.6,39.4,10,0,0,0,0,0,0,0,9
45685,40.6,39.4,10,0,0,0,0,0,0,1,9
45686,40.6,39.4,10,0,0,0,0,0,0,0,10
45687,50.5,39.5,10,0,0,0,0,0,0,0,0
45688,49.5,39.5,10,0,0,0,0,0,0,1,0
45689,48.5,39.5,10,0,0,0,0,0,0,2,0
45690,47.5,39.5,10,0,0,0,0,0,0,3,0
45691,46.5,39.5,10,0,0,0,0,0,0,4,0
45692,45.5,39.5,10,0,0,0,0,0,0,5,0
45693,44.5,39.5,10,0,0,0,0,0,0,6,0
45694,43.5,39.5,10,0,0,0,0,0,0,7,0
45695,42.5,39.5,10,0,0,0,0,0,0,8,0
45696,41.5,39.5,10,0,0,0,0,0,0,9,0
45697,40.5,39.5,10,0,0,0,0,0,0,10,0
45698,49.5,39.5,10,0,0,0,0,0,0,0,1
45699,48.5,39.5,10,0,0,0,0,0,0,1,1
45700,47.5,39.5,10,0,0,0,0,0,0,2,1
45701,46.5,39.5,10,0,0,0,0,0,0,3,1
45702,45.5,39.5,10,0,0,0,0,0,0,4,1
45703,44.5,39.5,10,0,0,0,0,0,0,5,1
45704,43.5,39.5,10,0,0,0,0,0,0,6,1
45705,42.5,39.5,10,0,0,0,0,0,0,7,1
45706,41.5,39.5,10,0,0,0,0,0,0,8,1
45707,40.5,39.5,10,0,0,0,0,0,0,9,1
45708,48.5,39.5,10,0,0,0,0,0,0,0,2
45709,47.5,39.5,10,0,0,0,0,0,0,1,2
45710,46.5,39.5,10,0,0,0,0,0,0,2,2
45711,45.5,39.5,10,0,0,0,0,0,0,3,2
45712,44.5,39.5,10,0,0,0,0,0,0,4,2
45713,43.5,39.5,10,0,0,0,0,0,0,5,2
45714,42.5,39.5,10,0,0,0,0,0,0,6,2
45715,41.5,39.5,10,0,0,0,0,0,0,7,2
45716,40.5,39.5,10,0,0,0,0,0,0,8,2
45717,47.5,39.5,10,0,0,0,0,0,0,0,3
45718,46.5,39.5,10,0,0,0,0,0,0,1,3
45719,45.5,39.5,10,0,0,0,0,0,0,2,3
45720,44.5,39.5,10,0,0,0,0,0,0,3,3
45721,43.5,39.5,10,0,0,0,0,0,0,4,3
45722,42.5,39.5,10,0,0,0,0,0,0,5,3
45723,41.5,39.5,10,0,0,0,0,0,0,6,3
45724,40.5,39.5,10,0,0,0,0,0,0,7,3
45725,46.5,39.5,10,0,0,0,0,0,0,0,4
45726,45.5,39.5,10,0,0,0,0,0,0,1,4
45727,44.5,39.5,10,0,0,0,0,0,0,2,4
45728,43.5,39.5,10,0,0,0,0,0,0,3,4
45729,42.5,39.5,10,0,0,0,0,0,0,4,4
45730,41.5,39.5,10,0,0,0,0,0,0,5,4
45731,40.5,39.5,10,0,0,0,0,0,0,6,4
45732,45.5,39.5,10,0,0,0,0,0,0,0,5
45733,44.5,39.5,10,0,0,0,0,0,0,1,5
45734,43.5,39.5,10,0,0,0,0,0,0,2,5
45735,42.5,39.5,10,0,0,0,0,0,0,3,5
45736,41.5,39.5,10,0,0,0,0,0,0,4,5
45737,40.5,39.5,10,0,0,0,0,0,0,5,5
45738,44.5,39.5,10,0,0,0,0,0,0,0,6
45739,43.5,39.5,10,0,0,0,0,0,0,1,6
45740,42.5,39.5,10,0,0,0,0,0,0,2,6
45741,41.5,39.5,10,0,0,0,0,0,0,3,6
45742,40.5,39.5,10,0,0,0,0,0,0,4,6
45743,43.5,39.5,10,0,0,0,0,0,0,0,7
45744,42.5,39.5,10,0,0,0,0,0,0,1,7
45745,41.5,39.5,10,0,0,0,0,0,0,2,7
45746,40.5,39.5,10,0,0,0,0,0,0,3,7
45747,42.5,39.5,10,0,0,0,0,0,0,0,8
45748,41.5,39.5,10,0,0,0,0,0,0,1,8
45749,40.5,39.5,10,0,0,0,0,0,0,2,8
45750,41.5,39.5,10,0,0,0,0,0,0,0,9
45751,40.5,39.5,10,0,0,0,0,0,0,1,9
45752,40.5,39.5,10,0,0,0,0,0,0,0,10
45753,50.4,39.6,10,0,0,0,0,0,0,0,0
45754,49.4,39.6,10,0,0,0,0,0,0,1,0
45755,48.4,39.6,10,0,0,0,0,0,0,2,0
45756,47.4,39.6,10,0,0,0,0,0,0,3,0
45757,46.4,39.6,10,0,0,0,0,0,0,4,0
45758,45.4,39.6,10,0,0,0,0,0,0,5,0
45759,44.4,39.6,10,0,0,0,0,0,0,6,0
45760,43.4,39.6,10,0,0,0,0,0,0,7,0
45761,42.4,39.6,10,0,0,0,0,0,0,8,0
45762,41.4,39.6,10,0,0,0,0,0,0,9,0
45763,40.4,39.6,10,0,0,0,0,0,0,10,0
45764,49.4,39.6,10,0,0,0,0,0,0,0,1
45765,48.4,39.6,10,0,0,0,0,0,0,1,1
45766,47.4,39.6,10,0,0,0,0,0,0,2,1
45767,46.4,39.6,10,0,0,0,0,0,0,3,1
45768,45.4,39.6,10,0,0,0,0,0,0,4,1
45769,44.4,39.6,10,0,0,0,0,0,0,5,1
45770,43.4,39.6,10,0,0,0,0,0,0,6,1
45771,42.4,39.6,10,0,0,0,0,0,0,7,1
45772,41.4,39.6,10,0,0,0,0,0,0,8,1
45773,40.4,39.6,10,0,0,0,0,0,0,9,1
45774,48.4,39.6,10,0,0,0,0,0,0,0,2
45775,47.4,39.6,10,0,0,0,0,0,0,1,2
45776,46.4,39.6,10,0,0,0,0,0,0,2,2
45777,45.4,39.6,10,0,0,0,0,0,0,3,2
45778,44.4,39.6,10,0,0,0,0,0,0,4,2
45779,43.4,39.6,10,0,0,0,0,0,0,5,2
45780,42.4,39.6,10,0,0,0,0,0,0,6,2
45781,41.4,39.6,10,0,0,0,0,0,0,7,2
45782,40.4,39.6,10,0,0,0,0,0,0,8,2
45783,47.4,39.6,10,0,0,0,0,0,0,0,3
45784,46.4,39.6,10,0,0,0,0,0,0,1,3
45785,45.4,39.6,10,0,0,0,0,0,0,2,3
45786,44.4,39.6,10,0,0,0,0,0,0,3,3
45787,43.4,39.6,10,0,0,0,0,0,0,4,3
45788,42.4,39.6,10,0,0,0,0,0,0,5,3
45789,41.4,39.6,10,0,0,0,0,0,0,6,3
45790,40.4,39.6,10,0,0,0,0,0,0,7,3
45791,46.4,39.6,10,0,0,0,0,0,0,0,4
45792,45.4,39.6,10,0,0,0,0,0,0,1,4
45793,44.4,39.6,10,0,0,0,0,0,0,2,4
45794,43.4,39.6,10,0,0,0,0,0,0,3,4
45795,42.4,39.6,10,0,0,0,0,0,0,4,4
45796,41.4,39.6,10,0,0,0,0,0,0,5,4
45797,40.4,39.6,10,0,0,0,0,0,0,6,4
45798,45.4,39.6,10,0,0,0,0,0,0,0,5
45799,44.4,39.6,10,0,0,0,0,0,0,1,5
45800,43.4,39.6,10,0,0,0,0,0,0,2,5
45801,42.4,39.6,10,0,0,0,0,0,0,3,5
45802,41.4,39.6,10,0,0,0,0,0,0,4,5
45803,40.4,39.6,10,0,0,0,0,0,0,5,5
45804,44.4,39.6,10,0,0,0,0,0,0,0,6
45805,43.4,39.6,10,0,0,0,0,0,0,1,6
45806,42.4,39.6,10,0,0,0,0,0,0,2,6
45807,41.4,39.6,10,0,0,0,0,0,0,3,6
45808,40.4,39.6,10,0,0,0,0,0,0,4,6
45809,43.4,39.6,10,0,0,0,0,0,0,0,7
45810,42.4,39.6,10,0,0,0,0,0,0,1,7
45811,41.4,39.6,10,0,0,0,0,0,0,2,7
45812,40.4,39.6,10,0,0,0,0,0,0,3,7
45813,42.4,39.6,10,0,0,0,0,0,0,0,8
45814,41.4,39.6,10,0,0,0,0,0,0,1,8
45815,40.4,39.6,10,0,0,0,0,0,0,2,8
45816,41.4,39.6,10,0,0,0,0,0,0,0,9
45817,40.4,39.6,10,0,0,0,0,0,0,1,9
45818,40.4,39.6,10,0,0,0,0,0,0,0,10
45819,50.3,39.7,10,0,0,0,0,0,0,0,0
45820,49.3,39.7,10,0,0,0,0,0,0,1,0
45821,48.3,39.7,10,0,0,0,0,0,0,2,0
45822,47.3,39.7,10,0,0,0,0,0,0,3,0
45823,46.3,39.7,10,0,0,0,0,0,0,4,0
45824,45.3,39.7,10,0,0,0,0,0,0,5,0
45825,44.3,39.7,10,0,0,0,0,0,0,6,0
45826,43.3,39.7,10,0,0,0,0,0,0,7,0
45827,42.3,39.7,10,0,0,0,0,0,0,8,0
45828,41.3,39.7,10,0,0,0,0,0,0,9,0
45829,40.3,39.7,10,0,0,0,0,0,0,10,0
45830,49.3,39.7,10,0,0,0,0,0,0,0,1
45831,48.3,39.7,10,0,0,0,0,0,0,1,1
45832,47.3,39.7,10,0,0,0,0,0,0,2,1
45833,46.3,39.7,10,0,0,0,0,0,0,3,1
45834,45.3,39.7,10,0,0,0,0,0,0,4,1
45835,44.3,39.7,10,0,0,0,0,0,0,5,1
45836,43.3,39.7,10,0,0,0,0,0,0,6,1
45837,42.3,39.7,10,0,0,0,0,0,0,7,1
45838,41.3,39.7,10,0,0,0,0,0,0,8,1
45839,40.3,39.7,10,0,0,0,0,0,0,9,1
45840,48.3,39.7,10,0,0,0,0,0,0,0,2
45841,47.3,39.7,10,0,0,0,0,0,0,1,2
45842,46.3,39.7,10,0,0,0,0,0,0,2,2
45843,45.3,39.7,10,0,0,0,0,0,0,3,2
45844,44.3,39.7,10,0,0,0,0,0,0,4,2
45845,43.3,39.7,10,0,0,0,0,0,0,5,2
45846,42.3,39.7,10,0,0,0,0,0,0,6,2
45847,41.3,39.7,10,0,0,0,0,0,0,7,2
45848,40.3,39.7,10,0,0,0,0,0,0,8,2
45849,47.3,39.7,10,0,0,0,0,0,0,0,3
45850,46.3,39.7,10,0,0,0,0,0,0,1,3
45851,45.3,39.7,10,0,0,0,0,0,0,2,3
45852,44.3,39.7,10,0,0,0,0,0,0,3,3
45853,43.3,39.7,10,0,0,0,0,0,0,4,3
45854,42.3,39.7,10,0,0,0,0,0,0,5,3
45855,41.3,39.7,10,0,0,0,0,0,0,6,3
45856,40.3,39.7,10,0,0,0,0,0,0,7,3
45857,46.3,39.7,10,0,0,0,0,0,0,0,4
45858,45.3,39.7,10,0,0,0,0,0,0,1,4
45859,44.3,39.7,10,0,0,0,0,0,0,2,4
45860,43.3,39.7,10,0,0,0,0,0,0,3,4
45861,42.3,39.7,10,0,0,0,0,0,0,4,4
45862,41.3,39.7,10,0,0,0,0,0,0,5,4
45863,40.3,39.7,10,0,0,0,0,0,0,6,4
45864,45.3,39.7,10,0,0,0,0,0,0,0,5
45865,44.3,39.7,10,0,0,0,0,0,0,1,5
45866,43.3,39.7,10,0,0,0,0,0,0,2,5
45867,42.3,39.7,10,0,0,0,0,0,0,3,5
45868,41.3,39.7,10,0,0,0,0,0,0,4,5
45869,40.3,39.7,10,0,0,0,0,0,0,5,5
45870,44.3,39.7,10,0,0,0,0,0,0,0,6
45871,43.3,39.7,10,0,0,0,0,0,0,1,6
45872,42.3,39.7,10,0,0,0,0,0,0,2,6
45873,41.3,39.7,10,0,0,0,0,0,0,3,6
45874,40.3,39.7,10,0,0,0,0,0,0,4,6
45875,43.3,39.7,10,0,0,0,0,0,0,0,7
45876,42.3,39.7,10,0,0,0,0,0,0,1,7
45877,41.3,39.7,10,0,0,0,0,0,0,2,7
45878,40.3,39.7,10,0,0,0,0,0,0,3,7
45879,42.3,39.7,10,0,0,0,0,0,0,0,8
45880,41.3,39.7,10,0,0,0,0,0,0,1,8
45881,40.3,39.7,10,0,0,0,0,0,0,2,8
45882,41.3,39.7,10,0,0,0,0,0,0,0,9
45883,40.3,39.7,10,0,0,0,0,0,0,1,9
45884,40.3,39.7,10,0,0,0,0,0,0,0,10
45885,50.2,39.8,10,0,0,0,0,0,0,0,0
45886,49.2,39.8,10,0,0,0,0,0,0,1,0
45887,48.2,39.8,10,0,0,0,0,0,0,2,0
45888,47.2,39.8,10,0,0,0,0,0,0,3,0
45889,46.2,39.8,10,0,0,0,0,0,0,4,0
45890,45.2,39.8,10,0,0,0,0,0,0,5,0
45891,44.2,39.8,10,0,0,0,0,0,0,6,0
45892,43.2,39.8,10,0,0,0,0,0,0,7,0
45893,42.2,39.8,10,0,0,0,0,0,0,8,0
45894,41.2,39.8,10,0,0,0,0,0,0,9,0
45895,40.2,39.8,10,0,0,0,0,0,0,10,0
45896,49.2,39.8,10,0,0,0,0,0,0,0,1
45897,48.2,39.8,10,0,0,0,0,0,0,1,1
45898,47.2,39.8,10,0,0,0,0,0,0,2,1
45899,46.2,39.8,10,0,0,0,0,0,0,3,1
45900,45.2,39.8,10,0,0,0,0,0,0,4,1
45901,44.2,39.8,10,0,0,0,0,0,0,5,1
45902,43.2,39.8,10,0,0,0,0,0,0,6,1
45903,42.2,39.8,10,0,0,0,0,0,0,7,1
45904,41.2,39.8,10,0,0,0,0,0,0,8,1
45905,40.2,39.8,10,0,0,0,0,0,0,9,1
45906,48.2,39.8,10,0,0,0,0,0,0,0,2
45907,47.2,39.8,10,0,0,0,0,0,0,1,2
45908,46.2,39.8,10,0,0,0,0,0,0,2,2
45909,45.2,39.8,10,0,0,0,0,0,0,3,2
45910,44.2,39.8,10,0,0,0,0,0,0,4,2
45911,43.2,39.8,10,0,0,0,0,0,0,5,2
45912,42.2,39.8,10,0,0,0,0,0,0,6,2
45913,41.2,39.8,10,0,0,0,0,0,0,7,2
45914,40.2,39.8,10,0,0,0,0,0,0,8,2
45915,47.2,39.8,10,0,0,0,0,0,0,0,3
45916,46.2,39.8,10,0,0,0,0,0,0,1,3
45917,45.2,39.8,10,0,0,0,0,0,0,2,3
45918,44.2,39.8,10,0,0,0,0,0,0,3,3
45919,43.2,39.8,10,0,0,0,0,0,0,4,3
45920,42.2,39.8,10,0,0,0,0,0,0,5,3
45921,41.2,39.8,10,0,0,0,0,0,0,6,3
45922,40.2,39.8,10,0,0,0,0,0,0,7,3
45923,46.2,39.8,10,0,0,0,0,0,0,0,4
45924,45.2,39.8,10,0,0,0,0,0,0,1,4
45925,44.2,39.8,10,0,0,0,0,0,0,2,4
45926,43.2,39.8,10,0,0,0,0,0,0,3,4
45927,42.2,39.8,10,0,0,0,0,0,0,4,4
45928,41.2,39.8,10,0,0,0,0,0,0,5,4
45929,40.2,39.8,10,0,0,0,0,0,0,6,4
45930,45.2,39.8,10,0,0,0,0,0,0,0,5
45931,44.2,39.8,10,0,0,0,0,0,0,1,5
45932,43.2,39.8,10,0,0,0,0,0,0,2,5
45933,42.2,39.8,10,0,0,0,0,0,0,3,5
45934,41.2,39.8,10,0,0,0,0,0,0,4,5
45935,40.2,39.8,10,0,0,0,0,0,0,5,5
45936,44.2,39.8,10,0,0,0,0,0,0,0,6
45937,43.2,39.8,10,0,0,0,0,0,0,1,6
45938,42.2,39.8,10,0,0,0,0,0,0,2,6
45939,41.2,39.8,10,0,0,0,0,0,0,3,6
45940,40.2,39.8,10,0,0,0,0,0,0,4,6
45941,43.2,39.8,10,0,0,0,0,0,0,0,7
45942,42.2,39.8,10,0,0,0,0,0,0,1,7
45943,41.2,39.8,10,0,0,0,0,0,0,2,7
45944,40.2,39.8,10,0,0,0,0,0,0,3,7
45945,42.2,39.8,10,0,0,0,0,0,0,0,8
45946,41.2,39.8,10,0,0,0,0,0,0,1,8
45947,40.2,39.8,10,0,0,0,0,0,0,2,8
45948,41.2,39.8,10,0,0,0,0,0,0,0,9
45949,40.2,39.8,10,0,0,0,0,0,0,1,9
45950,40.2,39.8,10,0,0,0,0,0,0,0,10
45951,50.1,39.9,10,0,0,0,0,0,0,0,0
45952,49.1,39.9,10,0,0,0,0,0,0,1,0
45953,48.1,39.9,10,0,0,0,0,0,0,2,0
45954,47.1,39.9,10,0,0,0,0,0,0,3,0
45955,46.1,39.9,10,0,0,0,0,0,0,4,0
45956,45.1,39.9,10,0,0,0,0,0,0,5,0
45957,44.1,39.9,10,0,0,0,0,0,0,6,0
45958,43.1,39.9,10,0,0,0,0,0,0,7,0
45959,42.1,39.9,10,0,0,0,0,0,0,8,0
45960,41.1,39.9,10,0,0,0,0,0,0,9,0
45961,40.1,39.9,10,0,0,0,0,0,0,10,0
45962,49.1,39.9,10,0,0,0,0,0,0,0,1
45963,48.1,39.9,10,0,0,0,0,0,0,1,1
45964,47.1,39.9,10,0,0,0,0,0,0,2,1
45965,46.1,39.9,10,0,0,0,0,0,0,3,1
45966,45.1,39.9,10,0,0,0,0,0,0,4,1
45967,44.1,39.9,10,0,0,0,0,0,0,5,1
45968,43.1,39.9,10,0,0,0,0,0,0,6,1
45969,42.1,39.9,10,0,0,0,0,0,0,7,1
45970,41.1,39.9,10,0,0,0,0,0,0,8,1
45971,40.1,39.9,10,0,0,0,0,0,0,9,1
45972,48.1,39.9,10,0,0,0,0,0,0,0,2
45973,47.1,39.9,10,0,0,0,0,0,0,1,2
45974,46.1,39.9,10,0,0,0,0,0,0,2,2
45975,45.1,39.9,10,0,0,0,0,0,0,3,2
45976,44.1,39.9,10,0,0,0,0,0,0,4,2
45977,43.1,39.9,10,0,0,0,0,0,0,5,2
45978,42.1,39.9,10,0,0,0,0,0,0,6,2
45979,41.1,39.9,10,0,0,0,0,0,0,7,2
45980,40.1,39.9,10,0,0,0,0,0,0,8,2
45981,47.1,39.9,10,0,0,0,0,0,0,0,3
45982,46.1,39.9,10,0,0,0,0,0,0,1,3
45983,45.1,39.9,10,0,0,0,0,0,0,2,3
45984,44.1,39.9,10,0,0,0,0,0,0,3,3
45985,43.1,39.9,10,0,0,0,0,0,0,4,3
45986,42.1,39.9,10,0,0,0,0,0,0,5,3
45987,41.1,39.9,10,0,0,0,0,0,0,6,3
45988,40.1,39.9,10,0,0,0,0,0,0,7,3
45989,46.1,39.9,10,0,0,0,0,0,0,0,4
45990,45.1,39.9,10,0,0,0,0,0,0,1,4
45991,44.1,39.9,10,0,0,0,0,0,0,2,4
45992,43.1,39.9,10,0,0,0,0,0,0,3,4
45993,42.1,39.9,10,0,0,0,0,0,0,4,4
45994,41.1,39.9,10,0,0,0,0,0,0,5,4
45995,40.1,39.9,10,0,0,0,0,0,0,6,4
45996,45.1,39.9,10,0,0,0,0,0,0,0,5
45997,44.1,39.9,10,0,0,0,0,0,0,1,5
45998,43.1,39.9,10,0,0,0,0,0,0,2,5
45999,42.1,39.9,10,0,0,0,0,0,0,3,5
46000,41.1,39.9,10,0,0,0,0,0,0,4,5
46001,40.1,39.9,10,0,0,0,0,0,0,5,5
46002,44.1,39.9,10,0,0,0,0,0,0,0,6
46003,43.1,39.9,10,0,0,0,0,0,0,1,6
46004,42.1,39.9,10,0,0,0,0,0,0,2,6
46005,41.1,39.9,10,0,0,0,0,0,0,3,6
46006,40.1,39.9,10,0,0,0,0,0,0,4,6
46007,43.1,39.9,10,0,0,0,0,0,0,0,7
46008,42.1,39.9,10,0,0,0,0,0,0,1,7
46009,41.1,39.9,10,0,0,0,0,0,0,2,7
46010,40.1,39.9,10,0,0,0,0,0,0,3,7
46011,42.1,39.9,10,0,0,0,0,0,0,0,8
46012,41.1,39.9,10,0,0,0,0,0,0,1,8
46013,40.1,39.9,10,0,0,0,0,0,0,2,8
46014,41.1,39.9,10,0,0,0,0,0,0,0,9
46015,40.1,39.9,10,0,0,0,0,0,0,1,9
46016,40.1,39.9,10,0,0,0,0,0,0,0,10
46017,50.0,40.0,10,0,0,0,0,0,0,0,0
46018,49.0,40.0,10,0,0,0,0,0,0,1,0
46019,48.0,40.0,10,0,0,0,0,0,0,2,0
46020,47.0,40.0,10,0,0,0,0,0,0,3,0
46021,46.0,40.0,10,0,0,0,0,0,0,4,0
46022,45.0,40.0,10,0,0,0,0,0,0,5,0
46023,44.0,40.0,10,0,0,0,0,0,0,6,0
46024,43.0,40.0,10,0,0,0,0,0,0,7,0
46025,42.0,40.0,10,0,0,0,0,0,0,8,0
46026,41.0,40.0,10,0,0,0,0,0,0,9,0
46027,49.0,40.0,10,0,0,0,0,0,0,0,1
46028,48.0,40.0,10,0,0,0,0,0,0,1,1
46029,47.0,40.0,10,0,0,0,0,0,0,2,1
46030,46.0,40.0,10,0,0,0,0,0,0,3,1
46031,45.0,40.0,10,0,0,0,0,0,0,4,1
46032,44.0,40.0,10,0,0,0,0,0,0,5,1
46033,43.0,40.0,10,0,0,0,0,0,0,6,1
46034,42.0,40.0,10,0,0,0,0,0,0,7,1
46035,41.0,40.0,10,0,0,0,0,0,0,8,1
46036,48.0,40.0,10,0,0,0,0,0,0,0,2
46037,47.0,40.0,10,0,0,0,0,0,0,1,2
46038,46.0,40.0,10,0,0,0,0,0,0,2,2
46039,45.0,40.0,10,0,0,0,0,0,0,3,2
46040,44.0,40.0,10,0,0,0,0,0,0,4,2
46041,43.0,40.0,10,0,0,0,0,0,0,5,2
46042,42.0,40.0,10,0,0,0,0,0,0,6,2
46043,41.0,40.0,10,0,0,0,0,0,0,7,2
46044,47.0,40.0,10,0,0,0,0,0,0,0,3
46045,46.0,40.0,10,0,0,0,0,0,0,1,3
46046,45.0,40.0,10,0,0,0,0,0,0,2,3
46047,44.0,40.0,10,0,0,0,0,0,0,3,3
46048,43.0,40.0,10,0,0,0,0,0,0,4,3
46049,42.0,40.0,10,0,0,0,0,0,0,5,3
46050,41.0,40.0,10,0,0,0,0,0,0,6,3
46051,46.0,40.0,10,0,0,0,0,0,0,0,4
46052,45.0,40.0,10,0,0,0,0,0,0,1,4
46053,44.0,40.0,10,0,0,0,0,0,0,2,4
46054,43.0,40.0,10,0,0,0,0,0,0,3,4
46055,42.0,40.0,10,0,0,0,0,0,0,4,4
46056,41.0,40.0,10,0,0,0,0,0,0,5,4
46057,45.0,40.0,10,0,0,0,0,0,0,0,5
46058,44.0,40.0,10,0,0,0,0,0,0,1,5
46059,43.0,40.0,10,0,0,0,0,0,0,2,5
46060,42.0,40.0,10,0,0,0,0,0,0,3,5
46061,41.0,40.0,10,0,0,0,0,0,0,4,5
46062,44.0,40.0,10,0,0,0,0,0,0,0,6
46063,43.0,40.0,10,0,0,0,0,0,0,1,6
46064,42.0,40.0,10,0,0,0,0,0,0,2,6
46065,41.0,40.0,10,0,0,0,0,0,0,3,6
46066,43.0,40.0,10,0,0,0,0,0,0,0,7
46067,42.0,40.0,10,0,0,0,0,0,0,1,7
46068,41.0,40.0,10,0,0,0,0,0,0,2,7
46069,42.0,40.0,10,0,0,0,0,0,0,0,8
46070,41.0,40.0,10,0,0,0,0,0,0,1,8
46071,41.0,40.0,10,0,0,0,0,0,0,0,9
46072,49.9,40.1,10,0,0,0,0,0,0,0,0
46073,48.9,40.1,10,0,0,0,0,0,0,1,0
46074,47.9,40.1,10,0,0,0,0,0,0,2,0
46075,46.9,40.1,10,0,0,0,0,0,0,3,0
46076,45.9,40.1,10,0,0,0,0,0,0,4,0
46077,44.9,40.1,10,0,0,0,0,0,0,5,0
46078,43.9,40.1,10,0,0,0,0,0,0,6,0
46079,42.9,40.1,10,0,0,0,0,0,0,7,0
46080,41.9,40.1,10,0,0,0,0,0,0,8,0
46081,40.9,40.1,10,0,0,0,0,0,0,9,0
46082,48.9,40.1,10,0,0,0,0,0,0,0,1
46083,47.9,40.1,10,0,0,0,0,0,0,1,1
46084,46.9,40.1,10,0,0,0,0,0,0,2,1
46085,45.9,40.1,10,0,0,0,0,0,0,3,1
46086,44.9,40.1,10,0,0,0,0,0,0,4,1
46087,43.9,40.1,10,0,0,0,0,0,0,5,1
46088,42.9,40.1,10,0,0,0,0,0,0,6,1
46089,41.9,40.1,10,0,0,0,0,0,0,7,1
46090,40.9,40.1,10,0,0,0,0,0,0,8,1
46091,47.9,40.1,10,0,0,0,0,0,0,0,2
46092,46.9,40.1,10,0,0,0,0,0,0,1,2
46093,45.9,40.1,10,0,0,0,0,0,0,2,2
46094,44.9,40.1,10,0,0,0,0,0,0,3,2
46095,43.9,40.1,10,0,0,0,0,0,0,4,2
46096,42.9,40.1,10,0,0,0,0,0,0,5,2
46097,41.9,40.1,10,0,0,0,0,0,0,6,2
46098,40.9,40.1,10,0,0,0,0,0,0,7,2
46099,46.9,40.1,10,0,0,0,0,0,0,0,3
46100,45.9,40.1,10,0,0,0,0,0,0,1,3
46101,44.9,40.1,10,0,0,0,0,0,0,2,3
